"","Ranking_2003","Brand","BrandValue_2003","PercentChangeinBV_2003","Sector","Region","Country"
"1",1,"Coca-Cola",70453,1,"Beverages","The Americas","United States"
"2",2,"Microsoft",65174,2,"Technology","The Americas","United States"
"3",3,"IBM",51767,1,"Business Services","The Americas","United States"
"4",4,"GE",42340,2,"Diversified","The Americas","United States"
"5",5,"Intel",31112,1,"Technology","The Americas","United States"
"6",6,"Nokia",29440,-2,"Technology","Europe & Africa","Finland"
"7",7,"Disney",28036,-4,"Media","The Americas","United States"
"8",8,"McDonald's",24699,-6,"Restaurants","The Americas","United States"
"9",9,"Marlboro",22183,-8,"Tobacco","The Americas","United States"
"10",10,"Mercedes-Benz",21371,2,"Automotive","Europe & Africa","Germany"
"11",11,"Toyota",20784,7,"Automotive","Asia Pacific","Japan"
"12",12,"HP",19860,18,"Technology","The Americas","United States"
"13",13,"Citi",18571,3,"Financial Services","The Americas","United States"
"14",14,"Ford",17066,-16,"Automotive","The Americas","United States"
"15",15,"American Express",16833,3,"Financial Services","The Americas","United States"
"16",16,"Gillette",15978,7,"FMCG","The Americas","United States"
"17",17,"Cisco",15789,-3,"Technology","The Americas","United States"
"18",18,"Honda",15625,4,"Automotive","Asia Pacific","Japan"
"19",19,"BMW",15106,5,"Automotive","Europe & Africa","Germany"
"20",20,"Sony",13153,-5,"Electronics","Asia Pacific","Japan"
"21",21,"NESCAFÉ",12336,-4,"Beverages","Europe & Africa","Switzerland"
"22",22,"Budweiser",11894,5,"Alcohol","The Americas","United States"
"23",23,"Pepsi",11777,6,"Beverages","The Americas","United States"
"24",24,"Oracle",11263,-2,"Technology","The Americas","United States"
"25",25,"Samsung",10846,31,"Technology","Asia Pacific","South Korea"
"26",26,"Morgan Stanley",10691,-5,"Financial Services","The Americas","United States"
"27",27,"Merrill Lynch",10521,-6,"Financial Services","The Americas","United States"
"28",28,"Pfizer",10455,7,"Pharmaceuticals","The Americas","United States"
"29",29,"Dell",10367,12,"Technology","The Americas","United States"
"30",30,"Merck & Co., Inc.",9407,3,"Pharmaceuticals","The Americas","United States"
"31",31,"J.P. Morgan",9120,-6,"Financial Services","The Americas","United States"
"32",32,"Nintendo",8190,-11,"Electronics","Asia Pacific","Japan"
"33",33,"Nike",8167,6,"Sporting Goods","The Americas","United States"
"34",34,"Kodak",7826,-19,"Electronics","The Americas","United States"
"35",35,"SAP",7714,14,"Technology","Europe & Africa","Germany"
"36",36,"Gap",7688,4,"Apparel","The Americas","United States"
"37",37,"HSBC",7565,0,"Financial Services","Europe & Africa","United Kingdom"
"38",38,"Kellogg's",7438,3,"FMCG","The Americas","United States"
"39",39,"Canon",7192,7,"Electronics","Asia Pacific","Japan"
"40",40,"Heinz",7097,-3,"FMCG","The Americas","United States"
"41",41,"Goldman Sachs",7039,-2,"Financial Services","The Americas","United States"
"42",42,"Volkswagen",6938,-4,"Automotive","Europe & Africa","Germany"
"43",43,"IKEA",6918,6,"Retail","Europe & Africa","Sweden"
"44",44,"Harley-Davidson",6775,8,"Automotive","The Americas","United States"
"45",45,"Louis Vuitton",6708,-5,"Luxury","Europe & Africa","France"
"46",46,"MTV",6278,3,"Media","The Americas","United States"
"47",47,"L'Oréal",5600,10,"FMCG","Europe & Africa","France"
"48",48,"Xerox",5578,5,"Business Services","The Americas","United States"
"49",49,"KFC",5576,4,"Restaurants","The Americas","United States"
"50",50,"Apple",5554,4,"Technology","The Americas","United States"
"51",51,"Pizza Hut",5312,-12,"Restaurants","The Americas","United States"
"52",52,"Accenture",5301,2,"Business Services","The Americas","United States"
"53",53,"Gucci",5100,-4,"Luxury","Europe & Africa","Italy"
"54",54,"Kleenex",5057,0,"FMCG","The Americas","United States"
"55",55,"Wrigley",5057,7,"FMCG","The Americas","United States"
"56",56,"Colgate",4686,2,"FMCG","The Americas","United States"
"57",57,"Avon",4631,5,"FMCG","The Americas","United States"
"58",58,"Sun Microsystems",4465,-6,"Business Services","The Americas","United States"
"59",59,"Philips",4464,-2,"Electronics","Europe & Africa","Netherlands"
"60",60,"Nestlé",4460,1,"FMCG","Europe & Africa","Switzerland"
"61",61,"Chanel",4315,1,"Luxury","Europe & Africa","France"
"62",62,"Danone",4237,5,"FMCG","Europe & Africa","France"
"63",63,"Kraft",4171,2,"FMCG","The Americas","United States"
"64",64,"AOL",3961,-8,"Media","The Americas","United States"
"65",65,"Yahoo!",3895,1,"Media","The Americas","United States"
"66",66,"Time",3784,3,"Media","The Americas","United States"
"67",67,"adidas",3679,0,"Sporting Goods","Europe & Africa","Germany"
"68",68,"Rolex",3673,0,"Luxury","Europe & Africa","Switzerland"
"69",69,"BP",3582,6,"Energy","Europe & Africa","United Kingdom"
"70",70,"Tiffany & Co.",3540,2,"Luxury","The Americas","United States"
"71",71,"Duracell",3438,1,"FMCG","The Americas","United States"
"72",72,"Bacardi",3431,3,"Alcohol","The Americas","Bermuda"
"73",73,"Hermès",3416,0,"Luxury","Europe & Africa","France"
"74",74,"Amazon",3403,7,"Retail","The Americas","United States"
"75",75,"Caterpillar",3363,5,"Diversified","The Americas","United States"
"76",76,"Reuters",3300,-28,"Media","Europe & Africa","United Kingdom"
"77",77,"Levi's",3298,-5,"Apparel","The Americas","United States"
"78",78,"Hertz",3288,-2,"Automotive","The Americas","United States"
"79",79,"Panasonic",3257,4,"Electronics","Asia Pacific","Japan"
"80",80,"Ericsson",3153,-12,"Electronics","Europe & Africa","Sweden"
"81",81,"Motorola",3103,-9,"Electronics","The Americas","United States"
"82",82,"Hennessy",2996,0,"Alcohol","Europe & Africa","France"
"83",83,"Shell",2983,6,"Energy","Europe & Africa","Netherlands"
"84",84,"Boeing",2864,-4,"Diversified","The Americas","United States"
"85",85,"Smirnoff",2806,3,"Alcohol","Europe & Africa","United Kingdom"
"86",86,"Johnson & Johnson",2706,8,"FMCG","The Americas","United States"
"87",87,"Prada",2535,2,"Luxury","Europe & Africa","Italy"
"88",88,"Moët & Chandon",2524,3,"Alcohol","Europe & Africa","France"
"89",89,"Nissan",2495,0,"Automotive","Asia Pacific","Japan"
"90",90,"Heineken",2431,1,"Alcohol","Europe & Africa","Netherlands"
"91",91,"Mobil",2407,2,"Energy","The Americas","United States"
"92",92,"Nivea",2221,8,"FMCG","Europe & Africa","Germany"
"93",93,"Starbucks",2136,9,"Restaurants","The Americas","United States"
"94",94,"Burger King",2121,-2,"Restaurants","The Americas","United States"
"95",95,"Ralph Lauren",2048,6,"Apparel","The Americas","United States"
"96",96,"FedEx",2032,6,"Logistics","The Americas","United States"
"97",97,"Barbie",1873,-3,"Toys & Games","The Americas","United States"
"98",98,"Wall Street Journal",1763,-10,"Media","The Americas","United States"
"99",99,"Johnnie Walker",1724,4,"Alcohol","Europe & Africa","United Kingdom"
"100",100,"Jack Daniel's",1612,2,"Alcohol","The Americas","United States"
